ULTIMA ACT. COSTO,PRODUCTO,COSTO,PROVEEDOR,CODIGO
17/03/2026,FOLIO LUMA EXTRA CRISTAL OFICIO APAISADO X 1,55.56,ESTELA MONTENEGRO S.R.L.,190500001706
17/03/2026,FOLIO LUMA EXTRA CRISTAL OFICIO APAISADO X50,"3,555.56",ESTELA MONTENEGRO S.R.L.,190500001709
17/03/2026,FOLIO LUMA EXTRA FUERTE A4 X 10,"1,166.67",ESTELA MONTENEGRO S.R.L.,LI5517
17/03/2026,FOLIO LUMA STANDARD A4 X 1,55.56,ESTELA MONTENEGRO S.R.L.,190500001714
17/03/2026,FOLIO LUMA STANDARD A4 X 100,"5,666.67",ESTELA MONTENEGRO S.R.L.,190500001715
17/03/2026,FOLIO LUMA STANDARD OFICIO X 1,55.56,ESTELA MONTENEGRO S.R.L.,190500001716
17/03/2026,FOLIO LUMA STANDARD OFICIO X 100,"6,777.78",ESTELA MONTENEGRO S.R.L.,190500001717
17/03/2026,FOLIO LUMA STANDARD RIVADAVIA X 1,55.56,ESTELA MONTENEGRO S.R.L.,190500001718
17/03/2026,FOLIO LUMA STANDARD RIVADAVIA X 100,"3,166.67",ESTELA MONTENEGRO S.R.L.,190500001720
17/03/2026,FOLIO LUMA SUPER A4 X 1,111.11,ESTELA MONTENEGRO S.R.L.,190500001721
17/03/2026,FOLIO LUMA SUPER RIVADAVIA X 100,"5,777.78",ESTELA MONTENEGRO S.R.L.,190500001726
17/03/2026,FOLIO SABONIS A4 X 1,222.22,ESTELA MONTENEGRO S.R.L.,190500001719
17/03/2026,GOMA BORRAR KATANA FANTASIA EMOJI 4.5CM,222.22,REX,LI5551
17/03/2026,GOMA BORRAR KEYROAD COLOR X UNIDAD,111.11,,6975473
17/03/2026,GOMA EVA GIBRE AUTOADHESIVA A4 X 5,"2,277.78",ESTELA MONTENEGRO S.R.L.,190500001807
17/03/2026,GOMA EVA MAGIC APLICACIONES SURT.X4 1051/2/3/4/5,"2,777.78",ESTELA MONTENEGRO S.R.L.,190500001782
17/03/2026,GOMA EVA MAGIC CASCARITAS MINI X46 1020,833.33,ESTELA MONTENEGRO S.R.L.,190500001783
17/03/2026,GOMA EVA MAGIC CASCARITAS MINI X92 1040,"1,444.44",ESTELA MONTENEGRO S.R.L.,190500001784
17/03/2026,GOMA EVA MAGIC CASCARITAS NAVIDAD 1009,944.44,ESTELA MONTENEGRO S.R.L.,190500001785
17/03/2026,GOMA EVA MAGIC FLORES APLIQUE X 10 8001,"1,611.11",ESTELA MONTENEGRO S.R.L.,190500001790
17/03/2026,GOMA EVA MAGIC FLORES APLIQUE X5 8000,833.33,ESTELA MONTENEGRO S.R.L.,190500001791
17/03/2026,GOMA EVA MAGIC FLORES MAXI X5 8100-10,"2,611.11",ESTELA MONTENEGRO S.R.L.,190500001793
17/03/2026,GOMA EVA MAGIC LETRAS-NUMEROS X50-52 1003/4,"2,500.00",ESTELA MONTENEGRO S.R.L.,190500001795
17/03/2026,GOMA EVA MAGIC MAPA ARGENTINA 40,"3,611.11",ESTELA MONTENEGRO S.R.L.,190500001796
17/03/2026,GOMA EVA MAGIC MAPA PLANISFERIO 5101,"3,611.11",ESTELA MONTENEGRO S.R.L.,190500001797
17/03/2026,GOMA EVA MAGIC MAXI APLICACION NAVIDAD 1050,"4,277.78",ESTELA MONTENEGRO S.R.L.,190500001798
17/03/2026,GOMA EVA MAGIC NUMEROS GIGANTES X 10 4502,"3,222.22",ESTELA MONTENEGRO S.R.L.,190500001800
17/03/2026,GOMA EVA MAGIC TROQUEL.NUMEROS CH. 2900,"2,277.78",ESTELA MONTENEGRO S.R.L.,190500001803
17/03/2026,GOMA EVA MAGIC TROQUEL.NUMEROS GDE. 605,"3,388.89",ESTELA MONTENEGRO S.R.L.,190500001804
17/03/2026,*,111.11,,190500001731
17/03/2026,GOMA EVA SISTEMA SOLAR KREKER 727,"15,944.44",ESTELA MONTENEGRO S.R.L.,205103
17/03/2026,HILO RAMI DE ALGODON X30 GR X 10,"3,555.56",ESTELA MONTENEGRO S.R.L.,190500001888
17/03/2026,HILO RAMI DE ALGODON X50 GR X 1,666.67,ESTELA MONTENEGRO S.R.L.,190500001894
17/03/2026,HILO RAMI DE ALGODON X50 GR X 10,"5,944.44",ESTELA MONTENEGRO S.R.L.,190500001889
17/03/2026,HILO RAMI DE POLIPROPILENO X 1,"1,888.89",ESTELA MONTENEGRO S.R.L.,190500001890
17/03/2026,HILO RAMI DE POLIPROPILENO X 400 MTS,"10,166.67",ESTELA MONTENEGRO S.R.L.,190500001892
17/03/2026,LAPIZ NEGRO EM GRAFITO STITCH / KUROMI X 1 KY119/26704,444.44,ESTELA MONTENEGRO S.R.L.,LI5633
17/03/2026,LIBRO DE CUENTOS MIS PRIMERAS AVENTURAS,166.67,,L547987941
17/03/2026,LIBRO MI 1 CUENTO MINI X 10,"3,166.67",,190500002182
17/03/2026,LIBRO MOMENTOS MAGICOS MANDALITAS,500.00,ESTELA MONTENEGRO S.R.L.,190500002183
17/03/2026,LIBRO OCHENTA & SIETE BIBLIOTECA INTERACTIVA,"2,055.56",ESTELA MONTENEGRO S.R.L.,190500002184
17/03/2026,MARCADOR PIZARRA SABONIS RECARGABLE PUNTA GRUESA M5075,"1,166.67",ESTELA MONTENEGRO S.R.L.,190500002387
17/03/2026,MASA MASILINA PARA MODELAR 5 STICKS + ACCESORIOS ART. 28/29/41/,"4,333.33",ESTELA MONTENEGRO S.R.L.,190500002440
17/03/2026,MASA MASILINA PARA MODELAR BALDECITO EMOJI 150GR ART 24,"2,500.00",ESTELA MONTENEGRO S.R.L.,LI5889
17/03/2026,MASA MASILINA PARA MODELAR CAJITAS CREATIVAS 5901/2/3/4 (DISCON,"4,388.89",REX,LI5890
17/03/2026,MASA MASILINA PARA MODELAR FRASCO X 40 UNIDADES ART 26,"16,611.11",ESTELA MONTENEGRO S.R.L.,190500002442
17/03/2026,MASA MASILINA PARA MODELAR MINI INDIVIDUAL X 1,333.33,ESTELA MONTENEGRO S.R.L.,190500002443
17/03/2026,MASA MASILINA PARA MODELAR POTE 4 COLORES CLAROSEMI OSCUROS + ACC,"4,166.67",ESTELA MONTENEGRO S.R.L.,303831
17/03/2026,MASA MASILINA PARA MODELAR TACITA X 75GR ART.55,333.33,,190500002446
17/03/2026,MASA MASILINA PARA MODELAR X 1 KG,"4,722.22",ESTELA MONTENEGRO S.R.L.,190500002448
17/03/2026,MASA MASILINA PARA MODELAR X 500GR,"2,833.33",ESTELA MONTENEGRO S.R.L.,190500002449
17/03/2026,MASA MURESCO PLAYLIFE X 15 COLORES 150GR,"3,500.00",ESTELA MONTENEGRO S.R.L.,LI5895
17/03/2026,MEZCLADOR GIOTTO X 10 CAVIDADES,"2,444.44",ESTELA MONTENEGRO S.R.L.,LI5903
17/03/2026,MOJADEDO LIGGO,"1,000.00",ESTELA MONTENEGRO S.R.L.,190500002644
17/03/2026,MOÑO PACKERS MAGICO GLITTER X50,"3,222.22",ESTELA MONTENEGRO S.R.L.,190500002646
17/03/2026,MOÑO PACKERS MAGICO METAL X 1,55.56,REX,190500002647
17/03/2026,MOÑO PACKERS MAGICO METAL X 100,"3,722.22",ESTELA MONTENEGRO S.R.L.,190500002648
17/03/2026,MOÑO PACKERS MAGICOS OPACO MAXI X 1,55.56,ESTELA MONTENEGRO S.R.L.,190500002650
17/03/2026,NAIPE CASINO CELUPLASTIC X 50,"2,611.11",ESTELA MONTENEGRO S.R.L.,LI6128
17/03/2026,NAIPE CASINO POCKER X 54,"3,277.78",ESTELA MONTENEGRO S.R.L.,LI6129
17/03/2026,NAIPE EM ESPAÑOL X 50,611.11,REX,LI6126
17/03/2026,NOTA ADHESIVA MULTIPAPER CAT/PANDA/RABIT 8131/49/43,388.89,,201050
17/03/2026,OJALILLO AVERY AUTOADHESIVOS A6,"2,000.00",ESTELA MONTENEGRO S.R.L.,190500002662
17/03/2026,PALITO BROCHETTE GRUESO CBX 20 CM X 1,22.22,REX,LI68748
17/03/2026,PAPEL AFICHE FANTASIA VARIOS MODELOS X 5,"2,333.33",ESTELA MONTENEGRO S.R.L.,LI6168
17/03/2026,PAPEL AFICHE LUMA COLOR X 1,444.44,REX,190500002704
17/03/2026,PAPEL AFICHE LUMA FLUO X 10,"11,111.11",ESTELA MONTENEGRO S.R.L.,LI6169
17/03/2026,PAPEL BARRILETE FUTBOL X 10,777.78,REX,LI6170
17/03/2026,PAPEL ESPECIAL PAPERLAND 90 GR X 25,0.00,ESTELA MONTENEGRO S.R.L.,LI6190
17/03/2026,PAPEL FAVINI / MEDORO 140 GR X 1,22.22,ESTELA MONTENEGRO S.R.L.,190500002806
17/03/2026,PAPEL HEMAPEL / PLANTEC FILANDES X 1,"1,444.44",ESTELA MONTENEGRO S.R.L.,190500002820
17/03/2026,PAPEL IGLU A3 150GR. 32 X 44 X 125,"24,666.67",ESTELA MONTENEGRO S.R.L.,190500002825
17/03/2026,PAPEL ILUSTRACION PAPERLAND A4 X 1 115 GR,111.11,ESTELA MONTENEGRO S.R.L.,190500002826
17/03/2026,PAPEL MANTECA X 10,"2,722.22",ESTELA MONTENEGRO S.R.L.,LI6210
17/03/2026,PAPEL METALIZADO LUMA 1 M X 40 CM,722.22,ESTELA MONTENEGRO S.R.L.,190500002841
17/03/2026,PAPEL MOLDE COLOR ASB X 1,611.11,REX,190500002834
17/03/2026,PAPEL OPALINA PAPERLAND LISA A4 X 1 200GR,55.56,ESTELA MONTENEGRO S.R.L.,190500002837
17/03/2026,PAPEL OPALINA PAPERLAND LISA A4 X 10 200GR,"1,277.78",ESTELA MONTENEGRO S.R.L.,190500002838
17/03/2026,PAPEL OPALINA PAPERLAND TEXTURADO A4 X 1 200GR,111.11,ESTELA MONTENEGRO S.R.L.,190500002839
17/03/2026,PAPEL OPALINA PAPERLAND TEXTURADO A4 X 10 200GR,"1,222.22",ESTELA MONTENEGRO S.R.L.,190500002840
17/03/2026,PAPEL RECICLADO BATIK 120 GR X 10,"2,777.78",ESTELA MONTENEGRO S.R.L.,205023
17/03/2026,PAPEL RECICLADO BATIK METALIZADO 130 GR X 10,"6,111.11",ESTELA MONTENEGRO S.R.L.,205024
17/03/2026,PAPEL RECICLADO BATIK METALIZADO 80 GR X 10,"5,166.67",ESTELA MONTENEGRO S.R.L.,306690
17/03/2026,PERFORADORA KATANA CH 514451,"1,888.89",ESTELA MONTENEGRO S.R.L.,205036
17/03/2026,PERFORADORA MANO PLENTY 120,"5,222.22",ESTELA MONTENEGRO S.R.L.,190500002897
17/03/2026,"PINCEL CASAN 1"" S.23","2,944.44",ESTELA MONTENEGRO S.R.L.,190500002929
17/03/2026,PINCELETA SINTETICA Nº4 CBX,444.44,ESTELA MONTENEGRO S.R.L.,190500003084
17/03/2026,PINCHA PAPELES LIGGO,"1,222.22",ESTELA MONTENEGRO S.R.L.,190500003091
17/03/2026,PISTOLETE FRANCES PIZZINI X 3 458,"5,111.11",ESTELA MONTENEGRO S.R.L.,190500003124
17/03/2026,PIZARRA DIDACTICA EM NUMEROS/LETRAS QM-8063/8064,"4,111.11",ESTELA MONTENEGRO S.R.L.,201916
17/03/2026,PIZARRA DIDACTICA EM NUMEROSEMI LETRAS QM-8063/8064,"3,888.89",ESTELA MONTENEGRO S.R.L.,301276
17/03/2026,PORTA BLOCK CON REPUESTO FW 758,"1,000.00",REX,202063
17/03/2026,REGLA EM STITCH / CAPIBARA / KUROMI 9728,"1,944.44",ESTELA MONTENEGRO S.R.L.,201879
17/03/2026,REPUESTO HOJAS LUMA / 1028 DIBUJO COLOR OFICIO X 25,"2,500.00",ESTELA MONTENEGRO S.R.L.,190500003380
17/03/2026,REPUESTO HOJAS LUMA DIBUJO BLANCO RIVADAVIA X 8,333.33,ESTELA MONTENEGRO S.R.L.,190500003378
17/03/2026,REPUESTO HOJAS LUMA DIBUJO COLOR DOBLE OFICIO X 6,"1,166.67",ESTELA MONTENEGRO S.R.L.,190500003368
17/03/2026,REPUESTO HOJAS LUMA DIBUJO COLOR OFICIO X 72,277.78,,190500003372
17/03/2026,REPUESTO HOJAS LUMA DIBUJO FLUOR OFICIO X 5,"1,222.22",ESTELA MONTENEGRO S.R.L.,190500003373
17/03/2026,REPUESTO HOJAS LUMA DIBUJO FLUOR RIVADAVIA X 5,777.78,ESTELA MONTENEGRO S.R.L.,190500003377
17/03/2026,REPUESTO HOJAS LUMA DIBUJO OFICIO X 8,500.00,ESTELA MONTENEGRO S.R.L.,190500003375
17/03/2026,REPUESTO HOJAS LUMA DIBUJO PASTEL OFICIO X 6,666.67,ESTELA MONTENEGRO S.R.L.,190500003374
17/03/2026,REPUESTO HOJAS LUMA DIBUJO PASTEL RIVADAVIA X 6,444.44,ESTELA MONTENEGRO S.R.L.,190500003376
17/03/2026,REPUESTO HOJAS TRIUNFANTE OFICIO X 8 APAISADO,"1,166.67",ESTELA MONTENEGRO S.R.L.,190500003424
17/03/2026,REPUESTO HOJAS TRIUNFANTE PENTAGRAMADO RIVADAVIA X8,666.67,ESTELA MONTENEGRO S.R.L.,190500003425
17/03/2026,REPUESTO HOJAS TRIUNFANTE RIVADAVIA X 24,"1,055.56",ESTELA MONTENEGRO S.R.L.,LI6418
17/03/2026,REPUESTO HOJAS TRIUNFANTE RIVADAVIA X 288,"9,444.44",ESTELA MONTENEGRO S.R.L.,190500003428
17/03/2026,REPUESTO HOJAS TRIUNFANTE RIVADAVIA X 48,"1,666.67",ESTELA MONTENEGRO S.R.L.,190500003429
17/03/2026,REPUESTO HOJAS TRIUNFANTE RIVADAVIA X 480,"14,611.11",ESTELA MONTENEGRO S.R.L.,190500003430
17/03/2026,REPUESTO HOJAS TRIUNFANTE RIVADAVIA X 96,"3,055.56",ESTELA MONTENEGRO S.R.L.,190500003431
17/03/2026,REPUESTO LAPIZ INFINITO X 2,"1,944.44",REX,LIBR196914
17/03/2026,RESALTADOR ADHESIVOS FW MINIMAL 201363,"2,333.33",ESTELA MONTENEGRO S.R.L.,205051
17/03/2026,RESALTADOR BEBOLD PERFUMADO CANDY 14.357/358/359/360/361,"1,666.67",ESTELA MONTENEGRO S.R.L.,205053
17/03/2026,RESALTADOR BEBOLD PERFUMADO FOOD 14.319/320/321/322/323,"1,666.67",ESTELA MONTENEGRO S.R.L.,205054
17/03/2026,RESALTADOR BEBOLD PERFUMADO FRUIT (14.237/239/240/241/242/24,"1,666.67",ESTELA MONTENEGRO S.R.L.,205055
17/03/2026,RESALTADOR BEBOLD PERMUFADO DISPLAY X 24 SURTIDO,"41,722.22",ESTELA MONTENEGRO S.R.L.,301262
17/03/2026,RESMA PAMPA A4 70 GR X 500,"5,444.44",ESTELA MONTENEGRO S.R.L.,LI6486
17/03/2026,ROLLO QUIMICO MEDORO 76 X 30 X 10 4958/5201,"16,055.56",REX,LI7160
17/03/2026,SET DE ARTE EM COFRE 2 PISOS 133 PIEZAS,"32,888.89",ESTELA MONTENEGRO S.R.L.,201913
17/03/2026,SET DE CANOPLA EM C/ACCESORIOS X4 PIEZAS 9901,"2,222.22",ESTELA MONTENEGRO S.R.L.,205090
17/03/2026,SET DE CARIOCA COLORING ROLL 6 LAPIZ + ROLLO PARA COLOREAR 43,"3,666.67",ESTELA MONTENEGRO S.R.L.,LI6599
17/03/2026,SET DE LIBRETA TRENDY HOLOGRAMADACON ESPIRAL 15132,722.22,,201712
17/03/2026,SILICONA LIQUIDA EQ X 100 CC,"1,444.44",ESTELA MONTENEGRO S.R.L.,190500003729
17/03/2026,SOBRE BATIK METALIZADO X 1,722.22,ESTELA MONTENEGRO S.R.L.,190500003794
17/03/2026,SOBRE MEDORO COMERCIAL 90GR X 1,55.56,ESTELA MONTENEGRO S.R.L.,190500003803
17/03/2026,SOBRE MEDORO COMERCIAL 90GR X 100,"4,055.56",ESTELA MONTENEGRO S.R.L.,190500003804
17/03/2026,SOBRE MEDORO COMERCIAL 90GR X 500,"20,333.33",ESTELA MONTENEGRO S.R.L.,190500003805
17/03/2026,SOBRE MEDORO MANILA (MADERA A4) 24 X30 X 1 2527,55.56,ESTELA MONTENEGRO S.R.L.,190500003824
17/03/2026,SOBRE MEDORO MANILA (MADERA A4) 24 X30 X 100 2527,"7,388.89",ESTELA MONTENEGRO S.R.L.,190500003825
17/03/2026,SOBRE MEDORO MANILA 12 X 19 X 1 2521,55.56,REX,190500003810
17/03/2026,SOBRE MEDORO MANILA 12 X 19 X 100 2521,"4,111.11",ESTELA MONTENEGRO S.R.L.,190500003811
17/03/2026,SOBRE MEDORO MANILA 14 X 21 X 1 2523,55.56,ESTELA MONTENEGRO S.R.L.,190500003814
17/03/2026,SOBRE MEDORO MANILA 14 X 21 X 100 2523,"4,500.00",ESTELA MONTENEGRO S.R.L.,190500003815
17/03/2026,SOBRE MEDORO MANILA 16 X 23 X 1 2524,55.56,ESTELA MONTENEGRO S.R.L.,190500003816
17/03/2026,SOBRE MEDORO MANILA 16 X 23 X 100 2524,"4,833.33",ESTELA MONTENEGRO S.R.L.,190500003817
17/03/2026,SOBRE MEDORO MANILA 19 X 24 X 1 2525,55.56,ESTELA MONTENEGRO S.R.L.,190500003818
17/03/2026,SOBRE MEDORO MANILA 19 X 24 X 100 2525,"5,722.22",ESTELA MONTENEGRO S.R.L.,190500003819
17/03/2026,SOBRE MEDORO MANILA 20 X 28 X 1 2526,55.56,ESTELA MONTENEGRO S.R.L.,190500003820
17/03/2026,SOBRE MEDORO MANILA 20 X 28 X 100 2526,"6,722.22",ESTELA MONTENEGRO S.R.L.,190500003821
17/03/2026,SOBRE MEDORO MANILA 23 X 32 X 1 2532,111.11,ESTELA MONTENEGRO S.R.L.,190500003822
17/03/2026,SOBRE MEDORO MANILA 23 X 32 X 100 2532,"8,222.22",ESTELA MONTENEGRO S.R.L.,190500003823
17/03/2026,SOBRE MEDORO MANILA 25 X 35 X 1 2528,111.11,REX,190500003826
17/03/2026,SOBRE MEDORO MANILA 25 X 35 X 100 2528,"8,888.89",ESTELA MONTENEGRO S.R.L.,190500003827
17/03/2026,SOBRE MEDORO MANILA 27 X 37 X 1 2529,111.11,ESTELA MONTENEGRO S.R.L.,190500003828
17/03/2026,SOBRE MEDORO MANILA 30 X 40 X 1 2530,111.11,REX,190500003830
17/03/2026,SOBRE MEDORO MANILA 37 X 45 X 1 2531,166.67,REX,190500003832
17/03/2026,SOBRE MEDORO MANILA 37 X 45 X 100 2531,"17,555.56",ESTELA MONTENEGRO S.R.L.,190500003833
17/03/2026,SOBRE MEDORO MINI PARA TARJETA X 1,55.56,ESTELA MONTENEGRO S.R.L.,190500003836
17/03/2026,SOBRE MEDORO MINI PARA TARJETA X50,"1,388.89",ESTELA MONTENEGRO S.R.L.,190500003837
17/03/2026,SOBRE MEDORO OBRA BLANCO 20.5 X 28 X 100 2676,"9,722.22",ESTELA MONTENEGRO S.R.L.,190500003770
17/03/2026,SOBRE MEDORO OBRA BLANCO 25 X 35.3 X 100 2678,"13,944.44",ESTELA MONTENEGRO S.R.L.,190500003772
17/03/2026,SOBRE MEDORO OFICIO 90GR.X 1,55.56,ESTELA MONTENEGRO S.R.L.,190500003838
17/03/2026,SOBRE MEDORO OFICIO 90GR.X 100,"4,777.78",ESTELA MONTENEGRO S.R.L.,190500003839
17/03/2026,SOBRE MEDORO OFICIO 90GR.X500,"23,833.33",ESTELA MONTENEGRO S.R.L.,190500003840
17/03/2026,SOBRE MEDORO OFICIO INGLES X 1,55.56,REX,190500003841
17/03/2026,SOBRE MEDORO RETRATO Nº 1 - 12 X 19 - X 1,55.56,ESTELA MONTENEGRO S.R.L.,190500003848
17/03/2026,SOBRE MEDORO RETRATO Nº 1- 12 X 19 - X50,"2,555.56",REX,LI6700
17/03/2026,SOBRE MEDORO RETRATO Nº 2 - 15 X 24 - X 250,"16,611.11",ESTELA MONTENEGRO S.R.L.,190500003812
17/03/2026,SOBRE MEDORO RETRATO Nº 2 - 15 X 24 - X 50,"3,333.33",ESTELA MONTENEGRO S.R.L.,LI6701
17/03/2026,SORBETE CBX PAPEL METALIZADO 20 CM X 1,55.56,ESTELA MONTENEGRO S.R.L.,190500003859
17/03/2026,SORBETE CBX PAPEL METALIZADO 20 CM X 25,"1,333.33",ESTELA MONTENEGRO S.R.L.,190500003858
17/03/2026,SQUASH EM COLGANTE CON LUZ,"2,777.78",ESTELA MONTENEGRO S.R.L.,LI6710
17/03/2026,TACO MEMO FIX 46 X 37MM X 4 200,"2,000.00",ESTELA MONTENEGRO S.R.L.,190500003906
17/03/2026,TACO MEMO FIX 46 X 74MM 102,611.11,ESTELA MONTENEGRO S.R.L.,190500003907
17/03/2026,TACO MEMO FIX 50 X 37 X 4 PANTONE 900,"1,500.00",ESTELA MONTENEGRO S.R.L.,190500003908
17/03/2026,TACO MEMO FIX 50 X 74 ESTACIONES 702,777.78,ESTELA MONTENEGRO S.R.L.,190500003909
17/03/2026,TACO MEMO FIX 50 X 75 FLUO 602,777.78,ESTELA MONTENEGRO S.R.L.,190500003910
17/03/2026,TACO MEMO FIX 70 X 74MM 103,666.67,ESTELA MONTENEGRO S.R.L.,190500003911
17/03/2026,TACO MEMO FIX 70 X 74MM COLOR 203,833.33,ESTELA MONTENEGRO S.R.L.,190500003912
17/03/2026,TACO MEMO FIX 74 X 100MM 104,"1,000.00",ESTELA MONTENEGRO S.R.L.,190500003913
17/03/2026,TACO MEMO FIX 74 X 127MM 105,"1,222.22",ESTELA MONTENEGRO S.R.L.,190500003914
17/03/2026,TACO MEMO FIX 74 X 74 X 300 PASTEL 236,"3,166.67",ESTELA MONTENEGRO S.R.L.,190500003915
17/03/2026,TACO MEMO FIX 75 X 75 X 320HJ FLUO 606,"3,388.89",ESTELA MONTENEGRO S.R.L.,190500003917
17/03/2026,TACO MEMO FIX COLOR 50 X 50 X 200 HS 226,"1,666.67",ESTELA MONTENEGRO S.R.L.,190500003919
17/03/2026,TACO MEMO FIX CON FORMAS X 4 413,"1,333.33",ESTELA MONTENEGRO S.R.L.,190500003918
17/03/2026,TACO MEMO FIX CRISTAL / COLOR 75 X 75 803M,"1,444.44",ESTELA MONTENEGRO S.R.L.,LI6731
17/03/2026,TACO MEMO FIX TRASLUCIDAS / COLOR 80X90 804,"1,833.33",ESTELA MONTENEGRO S.R.L.,LI6733
17/03/2026,TACO MEMO FIX TRASLUCIDAS / COLOR 75X45 802,"1,055.56",ESTELA MONTENEGRO S.R.L.,LI6735
17/03/2026,TACO MEMO FIX TRASLUCIDAS COLOR 65 X 90 803,"1,555.56",ESTELA MONTENEGRO S.R.L.,301106
17/03/2026,TACO MEMO LUMA COLOR 9 X 9 CM X 400,"2,888.89",ESTELA MONTENEGRO S.R.L.,190500003929
17/03/2026,TACO MEMO PIZZINI 50 X 40 MM 3 X 100,"1,333.33",ESTELA MONTENEGRO S.R.L.,190500003930
17/03/2026,TACO PAPEL AUTOADHESIVO DELI 76 X 51 A00252,333.33,,190500003937
17/03/2026,TAHALI MILENIO CEREMONIA REGLAMENTARIA,"26,777.78",ESTELA MONTENEGRO S.R.L.,LI6751
17/03/2026,TALONARIO 1 - 100,388.89,ESTELA MONTENEGRO S.R.L.,190500003943
17/03/2026,TALONARIO 1 - 1000,"4,111.11",ESTELA MONTENEGRO S.R.L.,190500003944
17/03/2026,TALONARIO 1 - 200,722.22,ESTELA MONTENEGRO S.R.L.,190500003945
17/03/2026,TALONARIO 1 - 300,"1,111.11",ESTELA MONTENEGRO S.R.L.,190500003946
17/03/2026,TALONARIO 1028 1 - 100,388.89,ESTELA MONTENEGRO S.R.L.,LI6752
17/03/2026,TANZA ELASTICA CBX 30 MTS 0.4 MM,"1,111.11",REX,190500003975
17/03/2026,TARJETA BLANCA X 1,22.22,ESTELA MONTENEGRO S.R.L.,190500004002
17/03/2026,TEMPERA SEÑORITA SEÑORITA 8 CM X 10,"1,055.56",ESTELA MONTENEGRO S.R.L.,190500004047
17/03/2026,TEMPERA TINTORETTO 8 CM X 10,"1,000.00",ESTELA MONTENEGRO S.R.L.,190500004027
17/03/2026,TIJERA SABONIS TI-003B CON BLISTER,"1,666.67",ESTELA MONTENEGRO S.R.L.,190500004081
17/03/2026,TIZA ALBORADA BLANCA X 12,"1,277.78",ESTELA MONTENEGRO S.R.L.,190500004112
17/03/2026,TIZA GIOTTO BLANCA X 10,833.33,REX,LI7383
17/03/2026,TIZA NORTE BLANCA X 12,222.22,,LI7378
17/03/2026,UHU UNIVERSAL X 35 ML,"2,611.11",ESTELA MONTENEGRO S.R.L.,LI7401
