Codigo,Producto,Cod Barra,Rubro,Sub Rubro,Proveedor,Marca,Moneda,Costo,Porc. Utilidad,,,
JUG741,JUEGO DE LETRAS,,,JUEGO DE MESA,SHEIN,,PESOS,"20,038.00",120.00,44083.6,,
JUG742,CAMION DINOSAURIO,,,NIÑO,SHEIN,,PESOS,"24,566.00",120.00,54045.2,,
JUG743,LANZADOR DE COHETE,,,NIÑO,SHEIN,,PESOS,"8,488.00",120.00,18673.6,,
JUG744,TRANSFORMER DINOSAURIO,,,NIÑO,SHEIN,,PESOS,"6,165.00",120.00,13563,,
JUG745,AUTO TRANSFORMER,,,NIÑO,SHEIN,,PESOS,"5,270.00",120.00,11594,,
JUG746,AUTO A TRACCION,,,NIÑO,SHEIN,,PESOS,"3,054.00",120.00,6718.8,,
JUG747,AUTO CON GIRO POR INERCIA,,,NIÑO,SHEIN,,PESOS,"3,931.00",120.00,8648.2,,
JUG748,SET DE BEBES,,,NIÑA,SHEIN,,PESOS,"3,747.00",120.00,8243.4,,
JUG749,MINI ROMPIENDO EL HIELO,,,NIÑO,SHEIN,,PESOS,"2,909.00",120.00,6399.8,,
JUG750,AROS BUCEO 26009,,,VERANO,REX,,PESOS,"8,003.00",120.00,17606.6,,
JUG751,PUZZLE MAGNETIC ROD,,,JUEGO DE MESA,,,PESOS,"13,590.91",120.00,29900,,
JUG752,SET PULSERAS ARMAR GRANDE,,,PULSERAS,,,PESOS,"6,500.00",120.00,14300,,
JUG753,SQUISHY HAMBURGUESA,,,SQUISHY,WINNIE,,PESOS,"2,290.00",120.00,5038,,
JUG754,SQUISHY ASTRONAUTA EN CAJA,,,SQUISHY,WINNIE,,PESOS,"2,290.00",120.00,5038,,
JUG755,ESPUMA LOCA,,,ESPUMA LOCA,REX,,PESOS,"2,003.00",120.00,4406.6,,
JUG756,PELUCHE ANIMALES SOFA,,,PELUCHES,WINNIE,,PESOS,"27,959.00",120.00,61509.8,,
JUG757,PELOTA SALTARINA HUEVO 45CM,,,PELOTAS,WINNIE,,PESOS,"1,650.00",120.00,3630,,
JUG758,SLIME VOLCAN 523020,,,SLIME,REX,,PESOS,"1,006.90",120.00,2215.18,,
JUG759,SLIME POP BOTELLA 516243,,,SLIME,REX,,PESOS,"1,712.50",120.00,3767.5,,
JUG760,SLIME DIAMANTE CRYSTAL 523035,,,SLIME,REX,,PESOS,"2,014.90",120.00,4432.78,,
JUG761,LANZA AGUA DIVERTIDO 41 CM 8866,,,VERANO,REX,,PESOS,"6,522.50",120.00,14349.5,,
JUG762,PISTOLA AGUA SD 11656,,,VERANO,REX,,PESOS,"2,002.00",120.00,4404.4,,
JUG763,LANZA AGUA 8292,,,VERANO,REX,,PESOS,"2,122.00",120.00,4668.4,,
JUG764,JUEGO DE BALDE CON ACCESORIOS SAND TOYS,,,VERANO,WINNIE,,PESOS,"2,690.00",120.00,5918,,
JUG765,OSITO ROSA CON CORAZON,,,PELUCHE,WINNIE,,PESOS,"6,990.00",120.00,15378,,
JUG766,CAPIBARA CON CORAZON,,,PELUCHE,WINNIE,,PESOS,"10,998.00",120.00,24195.6,,
JUG767,ANIMALES CON CORAZON,,,PELUCHE,WINNIE,,PESOS,"8,850.00",120.00,19470,,
JUG768,JUEGO DE MESA UNO FLIP!,,,JUEGO DE MESA,,,PESOS,"1,185.00",120.00,2607,,
JUG769,MASA FOAM SMASH,,,MASA,WINNIE,,PESOS,"3,000.00",120.00,6600,,
JUG770,HOT WHEELS REPLICA,,,AUTO,MEGA,,PESOS,"3,990.00",120.00,8778,,
JUG771,FRIZZBY NINJA PLASTICO,,,FRIZZBY,FRIZZBY,,PESOS,599.00,120.00,1317.8,,
JUG772,CARTAS UNO NO MERCY,,,CARTAS,FABIAN,,PESOS,"2,000.00",120.00,4400,,
JUG773,PELUCHE STICH ROSA / CHIMUELO / SONIC / SNOOPY,,,PELUCHE,FABIAN,,PESOS,"8,600.00",120.00,18920,,
JUG774,PELUCHE KUROMI / MELODY,,,PELUCHE,FABIAN,,PESOS,"7,500.00",120.00,16500,,
JUG775,CARTAS POKEMON,,,CARTAS,FABIAN,,PESOS,"1,550.00",120.00,3410,,
JUG776,XILOFON DOLPHIN,,,INSTRUMENTOS,,,PESOS,"8,600.00",120.00,18920,,
,,,,,,,PESOS,,,0,,
,,,,,,,PESOS,,,0,,
,,,,,,,PESOS,,,0,,
,,,,,,,PESOS,,,0,,
